,Adjusted Cap Hit,Age,Base Salary,Cap Percentage,Performance Bonus,Player,Position,Signing Bonus,Team,Total Cap Hit,Total Salary
22,"$587,744 ",22,"$525,000",0.92,"$425,000",Sami Vatanen,D,"$90,000",Anaheim Ducks 2013-2014 Salary Cap ,"$587,744 ","$615,000"
23,"$575,000 ",25,"$575,000",0.90,-,Patrick Maroon,LW,-,Anaheim Ducks 2013-2014 Salary Cap ,"$575,000 ","$575,000"
24,"$449,167 ",31,"$612,500",0.70,-,Tim Jackman,RW,-,Anaheim Ducks 2013-2014 Salary Cap ,"$449,167 ","$612,500"
25,"$209,692 ",21,"$690,000",0.33,"$120,000",Devante Smith-Pelly,RW,-,Anaheim Ducks 2013-2014 Salary Cap ,"$209,692 ","$690,000"
26,"$66,615 ",20,"$590,000",0.10,"$242,500",John Gibson,G,"$92,500",Anaheim Ducks 2013-2014 Salary Cap ,"$66,615 ","$682,500"
27,"$2,923 ",24,"$570,000",0.00,-,John Kurtz,LW,"$20,000",Anaheim Ducks 2013-2014 Salary Cap ,"$2,923 ",-
28,"$7,000,000 ",26,"$6,000,000",10.33,-,Tuukka Rask,G,-,Boston Bruins 2013-2014 Salary Cap ,"$7,000,000 ","$6,000,000"
29,"$6,916,667 ",36,"$8,000,000",10.20,-,Zdeno Chara,D,-,Boston Bruins 2013-2014 Salary Cap ,"$6,916,667 ","$8,000,000"
30,"$6,000,000 ",25,"$5,500,000",8.85,-,Milan Lucic,LW,-,Boston Bruins 2013-2014 Salary Cap ,"$6,000,000 ","$5,500,000"
31,"$5,250,000 ",27,"$5,250,000",7.74,-,David Krejci,C,-,Boston Bruins 2013-2014 Salary Cap ,"$5,250,000 ","$5,250,000"
32,"$5,000,000 ",28,"$3,555,000",7.38,-,Patrice Bergeron,C,"$1,000,000",Boston Bruins 2013-2014 Salary Cap ,"$5,000,000 ","$4,555,000"
33,"$4,500,000 ",25,"$4,000,000",6.64,-,Brad Marchand,LW,-,Boston Bruins 2013-2014 Salary Cap ,"$4,500,000 ","$4,000,000"
34,"$4,250,000 ",28,"$4,600,000",6.27,-,Loui Eriksson,RW,-,Boston Bruins 2013-2014 Salary Cap ,"$4,250,000 ","$4,600,000"
35,"$4,027,143 ",36,"$5,000,000",5.94,-,Marc Savard,C,-,Boston Bruins 2013-2014 Salary Cap ,"$4,027,143 ","$5,000,000"
36,"$3,366,667 ",29,"$3,400,000",4.97,-,Johnny Boychuk,D,-,Boston Bruins 2013-2014 Salary Cap ,"$3,366,667 ","$3,400,000"
37,"$3,250,000 ",32,"$3,000,000",4.79,-,Dennis Seidenberg,D,"$500,000",Boston Bruins 2013-2014 Salary Cap ,"$3,250,000 ","$4,000,000"
38,"$3,000,000 ",32,"$3,500,000",4.43,-,Chris Kelly,C,-,Boston Bruins 2013-2014 Salary Cap ,"$3,000,000 ","$3,500,000"
39,"$1,800,000 ",36,"$1,800,000",2.66,"$4,200,000",Jarome Iginla,RW,-,Boston Bruins 2013-2014 Salary Cap ,"$1,800,000 ","$6,000,000"
40,"$1,600,000 ",29,"$1,700,000",2.36,-,Gregory Campbell,C,-,Boston Bruins 2013-2014 Salary Cap ,"$1,600,000 ","$1,700,000"
41,"$1,566,667 ",26,"$1,500,000",2.31,-,Adam McQuaid,D,-,Boston Bruins 2013-2014 Salary Cap ,"$1,566,667 ","$1,500,000"
42,"$1,300,000 ",29,"$1,300,000",1.92,-,Daniel Paille,LW,-,Boston Bruins 2013-2014 Salary Cap ,"$1,300,000 ","$1,300,000"
43,"$1,100,000 ",36,"$1,100,000",1.62,-,Shawn Thornton,RW,-,Boston Bruins 2013-2014 Salary Cap ,"$1,100,000 ","$1,100,000"
44,"$1,008,333 ",27,"$1,000,000",1.49,-,Carl Soderberg,C,-,Boston Bruins 2013-2014 Salary Cap ,"$1,008,333 ","$1,000,000"
45,"$916,666 ",22,"$832,500",1.35,"$850,000",Torey Krug,D,"$92,500",Boston Bruins 2013-2014 Salary Cap ,"$916,666 ","$925,000"
46,"$900,000 ",22,"$810,000",1.33,-,Reilly Smith,RW,"$90,000",Boston Bruins 2013-2014 Salary Cap ,"$900,000 ","$900,000"
47,"$894,166 ",20,"$832,500",1.32,"$737,500",Dougie Hamilton,D,"$92,500",Boston Bruins 2013-2014 Salary Cap ,"$894,166 ","$925,000"
48,"$786,667 ",20,"$675,000",1.16,"$157,500",Alexander Khokhlachev,C,"$92,500",Boston Bruins 2013-2014 Salary Cap ,"$786,667 ","$767,500"
49,"$650,000 ",25,"$650,000",0.96,-,Matt Bartkowski,D,-,Boston Bruins 2013-2014 Salary Cap ,"$650,000 ","$650,000"
50,"$640,000 ",22,"$640,000",0.94,-,Jordan Caron,LW,-,Boston Bruins 2013-2014 Salary Cap ,"$640,000 ","$640,000"
51,"$600,000 ",27,"$600,000",0.89,-,Chad Johnson,G,-,Boston Bruins 2013-2014 Salary Cap ,"$600,000 ","$600,000"
52,"$410,256 ",27,"$5,500,000",0.61,-,Andrej Meszaros,D,-,Boston Bruins 2013-2014 Salary Cap ,"$410,256 ","$5,500,000"
53,"$366,667 ",25,"$550,000",0.54,-,Kevan Miller,D,-,Boston Bruins 2013-2014 Salary Cap ,"$366,667 ","$550,000"
54,"$158,974 ",29,"$800,000",0.23,-,Corey Potter,D,-,Boston Bruins 2013-2014 Salary Cap ,"$158,974 ","$800,000"
55,"$28,308 ",23,"$690,000",0.04,-,Justin Florek,LW,"$90,000",Boston Bruins 2013-2014 Salary Cap ,"$28,308 ",-
56,"$21,378 ",23,"$742,500",0.03,-,Matt Lindblad,LW,"$92,500",Boston Bruins 2013-2014 Salary Cap ,"$21,378 ","$927,500"
57,"$5,500,000 ",23,"$6,000,000",9.38,-,Tyler Myers,D,-,Buffalo Sabres 2013-2014 Salary Cap ,"$5,500,000 ","$6,000,000"
58,"$4,500,000 ",29,"$4,000,000",7.68,-,Ville Leino,LW,-,Buffalo Sabres 2013-2014 Salary Cap ,"$4,500,000 ",-
59,"$4,250,000 ",23,"$3,000,000",7.25,-,Cody Hodgson,C,-,Buffalo Sabres 2013-2014 Salary Cap ,"$4,250,000 ","$3,000,000"
60,"$4,000,000 ",31,"$4,000,000",6.83,-,Christian Ehrhoff,D,-,Buffalo Sabres 2013-2014 Salary Cap ,"$4,000,000 ","$4,000,000"
61,"$4,000,000 ",27,"$4,000,000",6.83,-,Drew Stafford,RW,-,Buffalo Sabres 2013-2014 Salary Cap ,"$4,000,000 ","$4,000,000"
62,"$3,375,000 ",34,"$3,500,000",5.76,-,Henrik Tallinder,D,-,Buffalo Sabres 2013-2014 Salary Cap ,"$3,375,000 ",-
63,"$2,812,500 ",23,"$3,062,500",4.80,-,Tyler Ennis,C,-,Buffalo Sabres 2013-2014 Salary Cap ,"$2,812,500 ","$3,062,500"
64,"$1,800,000 ",25,"$1,900,000",3.07,-,Jamie McBain,D,-,Buffalo Sabres 2013-2014 Salary Cap ,"$1,800,000 ","$1,900,000"
65,"$1,666,667 ",25,"$1,500,000",2.84,-,Mike Weber,D,-,Buffalo Sabres 2013-2014 Salary Cap ,"$1,666,667 ","$1,500,000"
66,"$1,369,167 ",19,"$900,000",2.34,"$475,000",Zemgus Girgensons,C,"$92,500",Buffalo Sabres 2013-2014 Salary Cap ,"$1,369,167 ","$1,467,500"
67,"$1,250,000 ",25,"$1,250,000",2.13,-,Jhonas Enroth,G,-,Buffalo Sabres 2013-2014 Salary Cap ,"$1,250,000 ","$1,250,000"
68,"$957,692 ",25,"$4,100,000",1.63,-,Chris Stewart,RW,-,Buffalo Sabres 2013-2014 Salary Cap ,"$957,692 ","$4,100,000"
69,"$870,000 ",21,"$900,000",1.48,-,Mark Pysyk,D,"$90,000",Buffalo Sabres 2013-2014 Salary Cap ,"$870,000 ","$67,500"
70,"$826,667 ",25,"$810,000",1.41,-,Marcus Foligno,LW,"$90,000",Buffalo Sabres 2013-2014 Salary Cap ,"$826,667 ","$900,000"
71,"$750,000 ",30,"$723,076",1.28,-,John Scott,LW,-,Buffalo Sabres 2013-2014 Salary Cap ,"$750,000 ","$723,076"
72,"$637,500 ",25,"$625,000",1.09,-,Brian Flynn,RW,-,Buffalo Sabres 2013-2014 Salary Cap ,"$637,500 ","$625,000"
73,"$561,410 ",29,"$725,000",0.96,-,Alexander Sulzer,D,-,Buffalo Sabres 2013-2014 Salary Cap ,"$561,410 ",-
74,"$512,821 ",25,"$2,400,000",0.88,-,Michal Neuvirth,G,-,Buffalo Sabres 2013-2014 Salary Cap ,"$512,821 ","$2,400,000"
75,"$479,103 ",32,"$925,000",0.82,-,Zenon Konopka,C,-,Buffalo Sabres 2013-2014 Salary Cap ,"$479,103 ",-
76,"$389,744 ",28,"$1,900,000",0.67,-,Torrey Mitchell,C,-,Buffalo Sabres 2013-2014 Salary Cap ,"$389,744 ","$1,900,000"
77,"$389,231 ",0,"$550,000",0.66,-,Matt D'Agostini,RW,-,Buffalo Sabres 2013-2014 Salary Cap ,"$389,231 ",-
78,"$330,000 ",32,"$550,000",0.56,-,Matt Ellis,LW,-,Buffalo Sabres 2013-2014 Salary Cap ,"$330,000 ","$550,000"
79,"$270,385 ",23,"$925,000",0.46,-,Chad Ruhwedel,D,"$92,500",Buffalo Sabres 2013-2014 Salary Cap ,"$270,385 ",-
80,"$178,718 ",23,"$925,000",0.30,-,Cory Conacher,C,"$92,500",Buffalo Sabres 2013-2014 Salary Cap ,"$178,718 ",-
81,"$110,000 ",23,"$715,000",0.19,-,Matthew Hackett,G,-,Buffalo Sabres 2013-2014 Salary Cap ,"$110,000 ",-
82,"$106,068 ",22,"$550,000",0.18,"$125,000",Nicolas Deslauriers,LW,"$75,000",Buffalo Sabres 2013-2014 Salary Cap ,"$106,068 ","$170,897"
83,"$87,496 ",22,"$595,000",0.15,-,Nathan Lieuwen,G,"$45,000",Buffalo Sabres 2013-2014 Salary Cap ,"$87,496 ",-
84,"$9,346 ",23,"$595,000",0.02,-,Connor Knapp,G,"$70,000",Buffalo Sabres 2013-2014 Salary Cap ,"$9,346 ",-
85,- ,18,"$640,000",0.00,-,William Carrier,LW,"$90,000",Buffalo Sabres 2013-2014 Salary Cap ,- ,"$90,000"
86,"$6,000,000 ",31,"$7,000,000",11.57,-,Michael Cammalleri,LW,-,Calgary Flames 2013-2014 Salary Cap ,"$6,000,000 ","$7,000,000"
87,"$5,250,000 ",30,"$5,000,000",10.12,-,Dennis Wideman,D,-,Calgary Flames 2013-2014 Salary Cap ,"$5,250,000 ","$5,000,000"
88,"$4,020,000 ",29,"$4,000,000",7.75,-,Mark Giordano,D,-,Calgary Flames 2013-2014 Salary Cap ,"$4,020,000 ","$4,000,000"
89,"$4,000,000 ",29,"$4,000,000",7.71,-,Jiri Hudler,LW,-,Calgary Flames 2013-2014 Salary Cap ,"$4,000,000 ","$4,000,000"
90,"$4,000,000 ",29,"$4,000,000",7.71,-,David Jones,RW,-,Calgary Flames 2013-2014 Salary Cap ,"$4,000,000 ","$4,000,000"
91,"$3,500,000 ",29,"$2,500,000",6.75,-,Matt Stajan,C,-,Calgary Flames 2013-2014 Salary Cap ,"$3,500,000 ","$2,500,000"
92,"$2,817,949 ",27,"$2,250,000",5.43,-,Ladislav Smid,D,"$750,000",Calgary Flames 2013-2014 Salary Cap ,"$2,817,949 ","$3,000,000"
93,"$2,750,000 ",27,"$2,750,000",5.30,-,Karri Ramo,G,-,Calgary Flames 2013-2014 Salary Cap ,"$2,750,000 ","$2,750,000"
94,"$2,550,000 ",30,"$2,500,000",4.92,-,Curtis Glencross,LW,-,Calgary Flames 2013-2014 Salary Cap ,"$2,550,000 ","$2,500,000"
95,"$2,125,000 ",23,"$1,750,000",4.10,-,T.J. Brodie,D,-,Calgary Flames 2013-2014 Salary Cap ,"$2,125,000 ","$1,750,000"
96,"$1,700,000 ",26,"$1,700,000",3.28,-,Chris Butler,D,-,Calgary Flames 2013-2014 Salary Cap ,"$1,700,000 ","$1,700,000"
97,"$1,500,000 ",24,"$1,500,000",2.89,-,Mikael Backlund,C,-,Calgary Flames 2013-2014 Salary Cap ,"$1,500,000 ","$1,500,000"
98,"$1,500,000 ",26,"$1,500,000",2.89,-,Kris Russell,D,-,Calgary Flames 2013-2014 Salary Cap ,"$1,500,000 ","$1,500,000"
99,"$1,250,000 ",25,"$1,250,000",2.41,-,T.J. Galiardi,LW,-,Calgary Flames 2013-2014 Salary Cap ,"$1,250,000 ","$1,250,000"
100,"$925,000 ",18,"$832,500",1.78,"$850,000",Sean Monahan,C,"$92,500",Calgary Flames 2013-2014 Salary Cap ,"$925,000 ","$925,000"
101,"$750,000 ",32,"$750,000",1.45,-,Brian McGrattan,RW,-,Calgary Flames 2013-2014 Salary Cap ,"$750,000 ","$750,000"
102,"$600,000 ",23,"$600,000",1.16,-,Joe Colborne,C,-,Calgary Flames 2013-2014 Salary Cap ,"$600,000 ","$600,000"
103,"$577,500 ",23,"$577,500",1.11,-,Lance Bouma,C,-,Calgary Flames 2013-2014 Salary Cap ,"$577,500 ","$577,500"
104,"$452,100 ",24,"$643,500",0.87,-,Paul Byron,C,-,Calgary Flames 2013-2014 Salary Cap ,"$452,100 ","$643,500"
105,"$390,385 ",29,"$750,000",0.75,-,Kevin Westgarth,LW,-,Calgary Flames 2013-2014 Salary Cap ,"$390,385 ",-
106,"$346,282 ",33,"$925,000",0.67,-,Joey MacDonald,G,-,Calgary Flames 2013-2014 Salary Cap ,"$346,282 ",-
107,"$296,154 ",24,"$577,500",0.57,-,Christopher Breen,D,-,Calgary Flames 2013-2014 Salary Cap ,"$296,154 ",-
108,"$204,667 ",20,"$650,000",0.39,-,Markus Granlund,C,"$92,500",Calgary Flames 2013-2014 Salary Cap ,"$204,667 ","$742,500"
109,"$121,333 ",21,"$900,000",0.23,-,Kenneth Agostino,LW,"$90,000",Calgary Flames 2013-2014 Salary Cap ,"$121,333 ","$900,000"
110,"$74,872 ",21,"$807,500",0.14,"$25,000",Bryce Van Brabant,LW,"$92,500",Calgary Flames 2013-2014 Salary Cap ,"$74,872 ","$92,500"
111,"$14,231 ",20,"$832,500",0.03,"$925,000",Johnny Gaudreau,LW,"$92,500",Calgary Flames 2013-2014 Salary Cap ,"$14,231 ","$925,000"
112,"$13,654 ",21,"$900,000",0.03,-,Bill Arnold,C,"$90,000",Calgary Flames 2013-2014 Salary Cap ,"$13,654 ",-
113,"$8,250,000 ",28,"$9,250,000",12.72,-,Eric Staal,C,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$8,250,000 ","$9,250,000"
114,"$7,000,000 ",29,"$7,000,000",10.79,-,Alexander Semin,RW,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$7,000,000 ","$7,000,000"
115,"$6,300,000 ",29,"$6,600,000",9.71,-,Cam Ward,G,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$6,300,000 ","$6,600,000"
116,"$6,000,000 ",25,"$6,000,000",9.25,-,Jordan Staal,C,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$6,000,000 ","$6,000,000"
117,"$5,725,000 ",21,"$4,350,000",8.83,-,Jeff Skinner,LW,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$5,725,000 ","$4,350,000"
118,"$4,500,000 ",30,"$4,500,000",6.94,-,Joni Pitkanen,D,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$4,500,000 ",-
119,"$2,750,000 ",27,"$1,750,000",4.24,-,Andrej Sekera,D,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$2,750,000 ","$1,750,000"
120,"$2,046,795 ",32,"$4,100,000",3.16,-,John-Michael Liles,D,"$150,000",Carolina Hurricanes 2013-2014 Salary Cap ,"$2,046,795 ","$4,250,000"
121,"$2,000,000 ",32,"$2,000,000",3.08,-,Ron Hainsey,D,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$2,000,000 ","$2,000,000"
122,"$1,600,000 ",25,"$1,700,000",2.47,-,Jiri Tlusty,LW,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$1,600,000 ","$1,700,000"
123,"$1,500,000 ",30,"$1,500,000",2.31,-,Jay Harrison,D,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$1,500,000 ","$1,500,000"
124,"$900,000 ",30,"$900,000",1.39,-,Pat Dwyer,RW,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$900,000 ","$900,000"
125,"$840,000 ",21,"$800,000",1.30,"$10,000",Justin Faulk,D,"$90,000",Carolina Hurricanes 2013-2014 Salary Cap ,"$840,000 ","$890,000"
126,"$800,000 ",27,"$800,000",1.23,-,Anton Khudobin,G,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$800,000 ","$800,000"
127,"$749,487 ",18,"$832,500",1.16,"$850,000",Elias Lindholm,C,"$92,500",Carolina Hurricanes 2013-2014 Salary Cap ,"$749,487 ","$925,000"
128,"$700,000 ",31,"$700,000",1.08,-,Mike Komisarek,D,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$700,000 ",-
129,"$616,667 ",21,"$625,000",0.95,-,Justin Shugg,RW,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$616,667 ","$625,000"
130,"$600,000 ",25,"$600,000",0.93,-,Brett Bellemore,D,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$600,000 ","$600,000"
131,"$600,000 ",24,"$600,000",0.93,-,Drayson Bowman,LW,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$600,000 ",-
132,"$596,923 ",36,"$600,000",0.92,-,Radek Dvorak,RW,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$596,923 ","$600,000"
133,"$575,000 ",24,"$550,000",0.89,-,Riley Nash,C,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$575,000 ","$550,000"
134,"$550,000 ",26,"$550,000",0.85,-,Nathan Gerbe,LW,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$550,000 ","$550,000"
135,"$507,692 ",33,"$600,000",0.78,-,Manny Malhotra,C,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$507,692 ","$600,000"
136,"$501,667 ",27,"$550,000",0.77,-,Justin Peters,G,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$501,667 ","$550,000"
137,"$148,718 ",23,"$725,000",0.23,-,Andrei Loktionov,C,-,Carolina Hurricanes 2013-2014 Salary Cap ,"$148,718 ",-
138,"$6,300,000 ",24,"$6,500,000",9.61,-,Patrick Kane,RW,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$6,300,000 ","$6,500,000"
139,"$6,300,000 ",25,"$6,500,000",9.61,-,Jonathan Toews,C,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$6,300,000 ",-
140,"$5,900,000 ",31,"$3,500,000",9.00,-,Patrick Sharp,LW,"$3,000,000",Chicago Blackhawks 2013-2014 Salary Cap ,"$5,900,000 ","$6,500,000"
141,"$5,800,000 ",28,"$5,000,000",8.85,-,Brent Seabrook,D,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$5,800,000 ","$5,000,000"
142,"$5,538,462 ",30,"$6,650,000",8.45,-,Duncan Keith,D,"$1,000,000",Chicago Blackhawks 2013-2014 Salary Cap ,"$5,538,462 ","$7,650,000"
143,"$5,275,000 ",34,"$7,900,000",8.05,-,Marian Hossa,RW,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$5,275,000 ","$7,900,000"
144,"$4,000,000 ",27,"$2,000,000",6.10,-,Bryan Bickell,LW,"$1,000,000",Chicago Blackhawks 2013-2014 Salary Cap ,"$4,000,000 ","$3,000,000"
145,"$3,500,000 ",26,"$3,500,000",5.34,-,Niklas Hjalmarsson,D,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$3,500,000 ","$3,500,000"
146,"$3,375,000 ",32,"$3,300,000",5.15,-,John Oduya,D,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$3,375,000 ","$3,300,000"
147,"$2,700,000 ",22,"$2,000,000",4.12,-,Nick Leddy,D,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$2,700,000 ","$2,000,000"
148,"$2,666,667 ",28,"$2,500,000",4.07,-,Corey Crawford,G,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$2,666,667 ","$2,500,000"
149,"$2,200,000 ",35,"$2,650,000",3.36,-,Michal Rozsival,D,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$2,200,000 ","$2,650,000"
150,"$1,692,308 ",27,"$4,600,000",2.58,-,Kris Versteeg,LW,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$4,400,000 ","$4,600,000"
151,"$1,325,000 ",23,"$1,250,000",2.02,-,Marcus Kruger,C,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$1,325,000 ","$1,250,000"
152,"$1,250,000 ",32,"$1,300,000",1.91,-,Sheldon Brookbank,D,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$1,250,000 ",-
153,"$1,000,000 ",36,"$1,000,000",1.53,-,Michal Handzus,C,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$1,000,000 ",-
154,"$764,167 ",20,"$750,000",1.17,"$82,500",Brandon Saad,LW,"$92,500",Chicago Blackhawks 2013-2014 Salary Cap ,"$764,167 ","$842,500"
155,"$702,051 ",24,"$832,500",1.07,"$475,000",Antti Raanta,G,"$92,500",Chicago Blackhawks 2013-2014 Salary Cap ,"$702,051 ","$724,345"
156,"$575,000 ",26,"$575,000",0.88,-,Brandon Bollig,LW,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$575,000 ","$575,000"
157,"$573,333 ",22,"$550,000",0.87,-,Andrew Shaw,C,"$30,000",Chicago Blackhawks 2013-2014 Salary Cap ,"$573,333 ","$580,000"
158,"$562,500 ",25,"$575,000",0.86,-,Ben Smith,RW,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$562,500 ","$575,000"
159,"$237,462 ",22,"$725,000",0.36,"$85,000",Jeremy Morin,RW,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$237,462 ","$725,000"
160,"$165,051 ",22,"$700,000",0.25,-,David Rundblad,D,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$165,051 ","$700,000"
161,"$126,923 ",27,"$750,000",0.19,-,Peter Regin,LW,-,Chicago Blackhawks 2013-2014 Salary Cap ,"$126,923 ","$750,000"
162,"$109,103 ",21,"$925,000",0.17,-,Matt Carey,C,"$92,500",Chicago Blackhawks 2013-2014 Salary Cap ,"$109,103 ","$1,110,000"
163,"$6,600,000 ",27,"$6,600,000",12.47,-,Paul Stastny,C,-,Colorado Avalanche 2013-2014 Salary Cap ,"$6,600,000 ","$6,600,000"
164,"$5,000,000 ",22,"$6,500,000",9.44,-,Ryan O'Reilly,C,-,Colorado Avalanche 2013-2014 Salary Cap ,"$5,000,000 ","$6,500,000"
165,"$4,000,000 ",30,"$4,000,000",7.56,-,Pierre-Alexandre Parenteau,RW,-,Colorado Avalanche 2013-2014 Salary Cap ,"$4,000,000 ","$4,000,000"
166,"$3,750,000 ",25,"$3,750,000",7.08,-,Erik Johnson,D,-,Colorado Avalanche 2013-2014 Salary Cap ,"$3,750,000 ","$3,750,000"
167,"$3,500,000 ",22,"$3,750,000",6.61,-,Matt Duchene,C,-,Colorado Avalanche 2013-2014 Salary Cap ,"$3,500,000 ","$3,750,000"
168,"$3,500,000 ",33,"$3,500,000",6.61,-,Alex Tanguay,RW,-,Colorado Avalanche 2013-2014 Salary Cap ,"$3,500,000 ","$3,500,000"
169,"$3,250,000 ",35,"$3,250,000",6.14,-,Jan Hejda,D,-,Colorado Avalanche 2013-2014 Salary Cap ,"$3,250,000 ","$3,250,000"
170,"$2,833,333 ",25,"$3,000,000",5.35,-,Semyon Varlamov,G,-,Colorado Avalanche 2013-2014 Salary Cap ,"$2,833,333 ","$3,000,000"
171,"$2,250,000 ",26,"$2,375,000",4.25,-,Ryan Wilson,D,-,Colorado Avalanche 2013-2014 Salary Cap ,"$2,250,000 ","$2,375,000"
172,"$2,000,000 ",35,"$2,000,000",3.78,-,Cory Sarich,D,-,Colorado Avalanche 2013-2014 Salary Cap ,"$2,000,000 ",-
