,Adjusted Cap Hit,Age,Base Salary,Cap Percentage,Performance Bonus,Player,Position,Signing Bonus,Team,Total Cap Hit,Total Salary
17,"$737,500 ",23,"$625,000",1.34,-,Matt Beleskey,LW,-,Anaheim Ducks 2011-2012 Salary Cap ,"$737,500 ","$625,000"
18,"$728,918 ",19,"$620,000",1.32,"$190,000",Devante Smith-Pelly,RW,"$90,000",Anaheim Ducks 2011-2012 Salary Cap ,"$728,918 ","$710,000"
19,"$693,000 ",23,"$693,000",1.26,-,Nick Bonino,C,-,Anaheim Ducks 2011-2012 Salary Cap ,"$693,000 ","$693,000"
20,"$612,500 ",0,"$600,000",1.11,-,Jeff Drouin-Deslauriers,G,-,Anaheim Ducks 2011-2012 Salary Cap ,"$612,500 ",-
21,"$600,000 ",26,"$600,000",1.09,-,Matt Smaby,D,-,Anaheim Ducks 2011-2012 Salary Cap ,"$600,000 ",-
22,"$575,000 ",31,"$575,000",1.04,-,Mark Bell,LW,-,Anaheim Ducks 2011-2012 Salary Cap ,"$575,000 ",-
23,"$550,000 ",26,"$550,000",1.00,-,Troy Bodie,RW,-,Anaheim Ducks 2011-2012 Salary Cap ,"$550,000 ","$550,000"
24,"$550,000 ",23,"$550,000",1.00,-,Patrick Maroon,LW,-,Anaheim Ducks 2011-2012 Salary Cap ,"$550,000 ","$550,000"
25,"$550,000 ",24,"$550,000",1.00,-,Dan Sexton,RW,-,Anaheim Ducks 2011-2012 Salary Cap ,"$550,000 ",-
26,"$525,000 ",28,"$525,000",0.95,-,Nate Guenin,D,-,Anaheim Ducks 2011-2012 Salary Cap ,"$525,000 ","$525,000"
27,- ,19,-,0.00,-,Emerson Etem,LW,"$90,000",Anaheim Ducks 2011-2012 Salary Cap ,- ,"$90,000"
28,"$6,916,665 ",34,"$7,500,000",10.51,-,Zdeno Chara,D,"$1,000,000",Boston Bruins 2011-2012 Salary Cap ,"$6,916,665 ","$8,500,000"
29,"$5,062,500 ",38,"$5,000,000",7.69,-,Brian Rolston,RW,-,Boston Bruins 2011-2012 Salary Cap ,"$5,062,500 ",-
30,"$5,000,000 ",37,"$5,000,000",7.59,-,Tim Thomas,G,-,Boston Bruins 2011-2012 Salary Cap ,"$5,000,000 ",-
31,"$5,000,000 ",26,"$4,900,000",7.59,-,Patrice Bergeron,C,"$1,000,000",Boston Bruins 2011-2012 Salary Cap ,"$5,000,000 ","$5,900,000"
32,"$4,083,333 ",23,"$4,000,000",6.20,-,Milan Lucic,LW,-,Boston Bruins 2011-2012 Salary Cap ,"$4,083,333 ","$4,000,000"
33,"$4,027,143 ",34,"$7,000,000",6.12,-,Marc Savard,C,-,Boston Bruins 2011-2012 Salary Cap ,"$4,027,143 ","$7,000,000"
34,"$4,000,000 ",26,"$4,500,000",6.08,-,Nathan Horton,RW,-,Boston Bruins 2011-2012 Salary Cap ,"$4,000,000 ","$4,500,000"
35,"$3,750,000 ",25,"$4,000,000",5.70,-,David Krejci,C,-,Boston Bruins 2011-2012 Salary Cap ,"$3,750,000 ","$4,000,000"
36,"$3,250,000 ",30,"$3,000,000",4.94,-,Dennis Seidenberg,D,"$250,000",Boston Bruins 2011-2012 Salary Cap ,"$3,250,000 ","$3,250,000"
37,"$2,500,000 ",23,"$2,000,000",3.80,-,Brad Marchand,LW,-,Boston Bruins 2011-2012 Salary Cap ,"$2,500,000 ","$2,000,000"
38,"$2,250,000 ",32,"$2,250,000",3.42,-,Andrew Ference,D,-,Boston Bruins 2011-2012 Salary Cap ,"$2,250,000 ","$2,250,000"
39,"$2,125,000 ",30,"$2,000,000",3.23,-,Chris Kelly,C,-,Boston Bruins 2011-2012 Salary Cap ,"$2,125,000 ","$2,000,000"
40,"$1,875,000 ",27,"$2,000,000",2.85,-,Johnny Boychuk,D,-,Boston Bruins 2011-2012 Salary Cap ,"$1,875,000 ","$2,000,000"
41,"$1,316,667 ",23,"$787,500",2.00,-,Zach Hamill,C,-,Boston Bruins 2011-2012 Salary Cap ,"$1,316,667 ",-
42,"$1,250,000 ",24,"$1,500,000",1.90,-,Tuukka Rask,G,-,Boston Bruins 2011-2012 Salary Cap ,"$1,250,000 ","$1,500,000"
43,"$1,100,000 ",25,"$1,100,000",1.67,-,Benoit Pouliot,LW,-,Boston Bruins 2011-2012 Salary Cap ,"$1,100,000 ","$1,100,000"
44,"$1,100,000 ",27,"$1,000,000",1.67,-,Gregory Campbell,C,-,Boston Bruins 2011-2012 Salary Cap ,"$1,100,000 ","$1,000,000"
45,"$1,075,000 ",27,"$1,150,000",1.63,-,Daniel Paille,LW,-,Boston Bruins 2011-2012 Salary Cap ,"$1,075,000 ","$1,150,000"
46,"$916,667 ",20,"$807,500",1.39,"$662,500",Torey Krug,D,"$92,500",Boston Bruins 2011-2012 Salary Cap ,"$916,667 ","$817,115"
47,"$900,000 ",19,"$810,000",1.37,"$2,650,000",Tyler Seguin,C,"$90,000",Boston Bruins 2011-2012 Salary Cap ,"$900,000 ","$810,000"
48,"$886,666 ",20,"$810,000",1.35,"$200,000",Jordan Caron,LW,"$90,000",Boston Bruins 2011-2012 Salary Cap ,"$886,666 ","$900,000"
49,"$875,000 ",25,"$800,000",1.33,-,Anton Khudobin,G,"$150,000",Boston Bruins 2011-2012 Salary Cap ,"$875,000 ","$950,000"
50,"$875,000 ",21,"$525,000",1.33,-,David Warsofsky,D,"$87,500",Boston Bruins 2011-2012 Salary Cap ,"$875,000 ","$1,400,000"
51,"$850,000 ",23,"$600,000",1.29,"$165,000",Matt Bartkowski,D,"$85,000",Boston Bruins 2011-2012 Salary Cap ,"$850,000 ","$685,000"
52,"$812,500 ",34,"$800,000",1.23,-,Shawn Thornton,RW,-,Boston Bruins 2011-2012 Salary Cap ,"$812,500 ","$800,000"
53,"$800,000 ",0,"$950,000",1.22,-,Mike Mottau,D,-,Boston Bruins 2011-2012 Salary Cap ,"$800,000 ",-
54,"$603,333 ",22,"$610,000",0.92,-,Lane MacDermid,LW,"$60,000",Boston Bruins 2011-2012 Salary Cap ,"$603,333 ",-
55,"$600,000 ",26,"$600,000",0.91,-,Josh Hennessy,C,-,Boston Bruins 2011-2012 Salary Cap ,"$600,000 ",-
56,"$600,000 ",26,"$600,000",0.91,-,Jamie Tardif,RW,-,Boston Bruins 2011-2012 Salary Cap ,"$600,000 ",-
57,"$600,000 ",36,"$600,000",0.91,-,Marty Turco,G,-,Boston Bruins 2011-2012 Salary Cap ,"$600,000 ",-
58,"$575,000 ",24,"$600,000",0.87,-,Adam McQuaid,D,-,Boston Bruins 2011-2012 Salary Cap ,"$575,000 ","$600,000"
59,- ,18,-,0.00,-,Dougie Hamilton,D,"$92,500",Boston Bruins 2011-2012 Salary Cap ,- ,"$92,500"
60,"$7,142,857 ",27,"$6,400,000",10.88,-,Thomas Vanek,LW,-,Buffalo Sabres 2011-2012 Salary Cap ,"$7,142,857 ","$6,400,000"
61,"$6,250,000 ",31,"$6,250,000",9.52,-,Ryan Miller,G,-,Buffalo Sabres 2011-2012 Salary Cap ,"$6,250,000 ","$6,250,000"
62,"$5,300,000 ",28,"$5,500,000",8.07,-,Jason Pominville,RW,-,Buffalo Sabres 2011-2012 Salary Cap ,"$5,300,000 ","$5,500,000"
63,"$4,500,000 ",27,"$6,000,000",6.85,-,Ville Leino,LW,"$5,000,000",Buffalo Sabres 2011-2012 Salary Cap ,"$4,500,000 ",-
64,"$4,020,000 ",31,"$4,000,000",6.12,-,Robyn Regehr,D,-,Buffalo Sabres 2011-2012 Salary Cap ,"$4,020,000 ","$4,000,000"
65,"$4,000,000 ",28,"$4,500,000",6.09,-,Derek Roy,C,-,Buffalo Sabres 2011-2012 Salary Cap ,"$4,000,000 ","$4,500,000"
66,"$4,000,000 ",25,"$4,000,000",6.09,-,Drew Stafford,RW,-,Buffalo Sabres 2011-2012 Salary Cap ,"$4,000,000 ","$4,000,000"
67,"$4,000,000 ",29,"$2,000,000",6.09,-,Christian Ehrhoff,D,"$8,000,000",Buffalo Sabres 2011-2012 Salary Cap ,"$4,000,000 ","$10,000,000"
68,"$3,525,000 ",34,"$3,000,000",5.37,-,Jochen Hecht,C,-,Buffalo Sabres 2011-2012 Salary Cap ,"$3,525,000 ",-
69,"$3,000,000 ",31,"$3,000,000",4.57,-,Jordan Leopold,D,-,Buffalo Sabres 2011-2012 Salary Cap ,"$3,000,000 ","$3,000,000"
70,"$2,750,000 ",25,"$1,250,000",4.19,-,Andrej Sekera,D,"$3,000,000",Buffalo Sabres 2011-2012 Salary Cap ,"$2,750,000 ","$4,250,000"
71,"$2,300,000 ",29,"$2,500,000",3.50,-,Paul Gaustad,C,-,Buffalo Sabres 2011-2012 Salary Cap ,"$2,300,000 ","$2,500,000"
72,"$1,666,667 ",21,"$787,500",2.54,"$850,000",Cody Hodgson,C,-,Buffalo Sabres 2011-2012 Salary Cap ,"$1,666,667 ","$787,500"
73,"$1,450,000 ",24,"$1,250,000",2.21,-,Nathan Gerbe,LW,-,Buffalo Sabres 2011-2012 Salary Cap ,"$1,450,000 ","$1,250,000"
74,"$1,200,000 ",28,"$1,400,000",1.83,-,Cody McCormick,C,-,Buffalo Sabres 2011-2012 Salary Cap ,"$1,200,000 ","$1,400,000"
75,"$950,000 ",23,"$800,000",1.45,-,Mike Weber,D,"$100,000",Buffalo Sabres 2011-2012 Salary Cap ,"$950,000 ","$900,000"
76,"$907,500 ",25,"$955,000",1.38,-,Patrick Kaleta,RW,-,Buffalo Sabres 2011-2012 Salary Cap ,"$907,500 ","$955,000"
77,"$900,000 ",19,-,1.37,-,Mark Pysyk,D,"$90,000",Buffalo Sabres 2011-2012 Salary Cap ,"$900,000 ","$270,000"
78,"$875,000 ",21,"$800,000",1.33,-,Tyler Ennis,C,"$87,500",Buffalo Sabres 2011-2012 Salary Cap ,"$875,000 ","$800,000"
79,"$875,000 ",21,"$787,500",1.33,"$425,000",Tyler Myers,D,"$87,500",Buffalo Sabres 2011-2012 Salary Cap ,"$875,000 ","$875,000"
80,"$870,000 ",20,"$810,000",1.33,-,Zack Kassian,RW,"$90,000",Buffalo Sabres 2011-2012 Salary Cap ,"$870,000 ","$900,000"
81,"$826,667 ",23,"$700,000",1.26,"$110,000",Marcus Foligno,LW,"$90,000",Buffalo Sabres 2011-2012 Salary Cap ,"$826,667 ","$790,000"
82,"$750,000 ",22,"$570,834",1.14,-,Drew Schiestel,D,"$66,666",Buffalo Sabres 2011-2012 Salary Cap ,"$750,000 ",-
83,"$675,000 ",23,"$625,000",1.03,-,Jhonas Enroth,G,-,Buffalo Sabres 2011-2012 Salary Cap ,"$675,000 ","$625,000"
84,"$645,833 ",22,"$550,000",0.98,"$162,500",T.J. Brennan,D,"$87,500",Buffalo Sabres 2011-2012 Salary Cap ,"$645,833 ","$637,500"
85,"$631,667 ",19,-,0.96,-,Kevin Sundher,C,"$90,000",Buffalo Sabres 2011-2012 Salary Cap ,"$631,667 ","$270,000"
86,"$586,666 ",22,"$525,000",0.89,"$75,000",Corey Tropp,RW,"$66,666",Buffalo Sabres 2011-2012 Salary Cap ,"$586,666 ","$591,666"
87,"$537,500 ",24,"$525,000",0.82,-,Joe Finley,D,-,Buffalo Sabres 2011-2012 Salary Cap ,"$537,500 ",-
88,"$525,000 ",30,"$525,000",0.80,-,Matt Ellis,LW,-,Buffalo Sabres 2011-2012 Salary Cap ,"$525,000 ","$525,000"
89,"$8,250,000 ",26,"$7,750,000",13.30,-,Eric Staal,C,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$8,250,000 ","$7,750,000"
90,"$6,300,000 ",27,"$6,300,000",10.16,-,Cam Ward,G,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$6,300,000 ","$6,300,000"
91,"$4,500,000 ",28,"$4,500,000",7.26,-,Joni Pitkanen,D,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$4,500,000 ",-
92,"$4,250,000 ",0,"$4,000,000",6.85,-,Tomas Kaberle,D,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$4,250,000 ",-
93,"$3,833,333 ",37,"$3,830,000",6.18,-,Jaroslav Spacek,D,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$3,833,333 ",-
94,"$3,800,000 ",28,"$4,400,000",6.13,-,Tuomo Ruutu,LW,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$3,800,000 ","$4,400,000"
95,"$3,000,000 ",28,"$3,000,000",4.84,-,Jussi Jokinen,LW,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$3,000,000 ","$3,000,000"
96,"$2,900,000 ",31,"$3,150,000",4.68,-,Bryan Allen,D,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$2,900,000 ","$3,150,000"
97,"$2,750,000 ",28,"$3,500,000",4.43,-,Tim Gleason,D,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$2,750,000 ","$3,500,000"
98,"$2,250,000 ",34,"$2,500,000",3.63,-,Joe Corvo,D,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$2,250,000 ",-
99,"$2,066,667 ",22,"$1,500,000",3.33,-,Brandon Sutter,C,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$2,066,667 ","$1,500,000"
100,"$1,700,000 ",29,"$1,500,000",2.74,-,Chad LaRose,C,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$1,700,000 ",-
101,"$1,195,833 ",21,"$787,500",1.93,-,Zach Boychuk,RW,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$1,195,833 ","$787,500"
102,"$950,000 ",34,"$900,000",1.53,-,Brian Boucher,G,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$950,000 ",-
103,"$925,000 ",23,"$925,000",1.49,-,Jeremy Welsh,LW,"$92,500",Carolina Hurricanes 2011-2012 Salary Cap ,"$925,000 ",-
104,"$900,000 ",19,"$810,000",1.45,"$500,000",Jeff Skinner,LW,"$90,000",Carolina Hurricanes 2011-2012 Salary Cap ,"$900,000 ","$900,000"
105,"$900,000 ",26,"$800,000",1.45,-,Anthony Stewart,C,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$900,000 ",-
106,"$845,333 ",22,"$637,500",1.36,-,Drayson Bowman,LW,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$845,333 ",-
107,"$845,000 ",24,"$845,000",1.36,-,Andreas Nodl,RW,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$845,000 ",-
108,"$840,000 ",19,"$700,000",1.35,"$110,000",Justin Faulk,D,"$90,000",Carolina Hurricanes 2011-2012 Salary Cap ,"$840,000 ","$790,000"
109,"$750,000 ",27,"$700,000",1.21,-,Tim Brent,C,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$750,000 ",-
110,"$704,166 ",21,"$600,000",1.14,"$187,500",Zac Dalpe,C,"$87,500",Carolina Hurricanes 2011-2012 Salary Cap ,"$704,166 ","$687,500"
111,"$700,000 ",28,"$650,000",1.13,-,Jay Harrison,D,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$700,000 ","$650,000"
112,"$685,000 ",23,"$650,000",1.10,"$115,000",Jamie McBain,D,"$85,000",Carolina Hurricanes 2011-2012 Salary Cap ,"$685,000 ","$735,000"
113,"$625,000 ",28,"$600,000",1.01,-,Pat Dwyer,RW,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$625,000 ","$600,000"
114,"$616,667 ",19,"$600,000",0.99,-,Justin Shugg,RW,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$616,667 ","$600,000"
115,"$610,000 ",24,"$610,000",0.98,-,Justin Krueger,D,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$610,000 ",-
116,"$600,000 ",28,"$600,000",0.97,-,Mathieu Roy,D,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$600,000 ",-
117,"$566,666 ",22,"$575,000",0.91,-,Matt Kennedy,LW,"$50,000",Carolina Hurricanes 2011-2012 Salary Cap ,"$566,666 ",-
118,"$566,666 ",21,"$575,000",0.91,-,Jared Staal,RW,"$50,000",Carolina Hurricanes 2011-2012 Salary Cap ,"$566,666 ",-
119,"$525,000 ",23,"$525,000",0.85,-,Brett Bellemore,D,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$525,000 ","$525,000"
120,"$525,000 ",23,"$525,000",0.85,-,Jiri Tlusty,LW,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$525,000 ","$525,000"
121,"$525,000 ",25,"$500,000",0.85,-,Justin Peters,G,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$525,000 ","$500,000"
122,"$512,500 ",24,"$525,000",0.83,-,Jerome Samson,LW,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$512,500 ",-
123,"$512,500 ",24,"$500,000",0.83,-,Nicolas Blanchard,C,-,Carolina Hurricanes 2011-2012 Salary Cap ,"$512,500 ",-
124,- ,18,-,0.00,-,Ryan Murphy,D,"$92,500",Carolina Hurricanes 2011-2012 Salary Cap ,- ,"$92,500"
125,"$6,300,000 ",22,"$6,000,000",9.35,-,Patrick Kane,RW,-,Chicago Blackhawks 2011-2012 Salary Cap ,"$6,300,000 ","$6,000,000"
126,"$6,300,000 ",23,"$6,000,000",9.35,-,Jonathan Toews,C,-,Chicago Blackhawks 2011-2012 Salary Cap ,"$6,300,000 ","$6,000,000"
127,"$5,800,000 ",26,"$5,000,000",8.61,-,Brent Seabrook,D,"$2,000,000",Chicago Blackhawks 2011-2012 Salary Cap ,"$5,800,000 ","$7,000,000"
128,"$5,538,462 ",28,"$6,000,000",8.22,-,Duncan Keith,D,"$2,000,000",Chicago Blackhawks 2011-2012 Salary Cap ,"$5,538,462 ","$8,000,000"
129,"$5,275,000 ",32,"$7,900,000",7.83,-,Marian Hossa,RW,-,Chicago Blackhawks 2011-2012 Salary Cap ,"$5,275,000 ","$7,900,000"
130,"$3,900,000 ",29,"$4,200,000",5.79,-,Patrick Sharp,LW,-,Chicago Blackhawks 2011-2012 Salary Cap ,"$3,900,000 ","$4,200,000"
131,"$3,500,000 ",24,"$3,500,000",5.19,-,Niklas Hjalmarsson,D,-,Chicago Blackhawks 2011-2012 Salary Cap ,"$3,500,000 ","$3,500,000"
132,"$3,375,000 ",25,"$3,375,000",5.01,-,Dave Bolland,C,-,Chicago Blackhawks 2011-2012 Salary Cap ,"$3,375,000 ","$3,375,000"
133,"$3,125,000 ",25,"$3,400,000",4.64,-,Rostislav Olesz,LW,-,Chicago Blackhawks 2011-2012 Salary Cap ,"$3,125,000 ",-
134,"$2,750,000 ",31,"$4,600,000",4.08,-,Steve Montador,D,"$1,000,000",Chicago Blackhawks 2011-2012 Salary Cap ,"$2,750,000 ",-
135,"$2,666,667 ",26,"$3,250,000",3.96,-,Corey Crawford,G,-,Chicago Blackhawks 2011-2012 Salary Cap ,"$2,666,667 ","$3,250,000"
136,"$2,333,333 ",23,"$3,000,000",3.46,-,Michael Frolik,RW,"$300,000",Chicago Blackhawks 2011-2012 Salary Cap ,"$2,333,333 ","$3,300,000"
137,"$2,000,000 ",38,"$2,000,000",2.97,-,Andrew Brunette,LW,-,Chicago Blackhawks 2011-2012 Salary Cap ,"$2,000,000 ",-
138,"$925,000 ",18,-,1.37,-,Phillip Danault,C,"$92,500",Chicago Blackhawks 2011-2012 Salary Cap ,"$925,000 ","$92,500"
139,"$925,000 ",18,-,1.37,-,Mark McNeill,RW,"$92,500",Chicago Blackhawks 2011-2012 Salary Cap ,"$925,000 ","$92,500"
140,"$900,000 ",20,"$810,000",1.34,"$325,000",Nick Leddy,D,"$90,000",Chicago Blackhawks 2011-2012 Salary Cap ,"$900,000 ","$900,000"
141,"$875,000 ",25,"$800,000",1.30,-,Viktor Stalberg,LW,"$100,000",Chicago Blackhawks 2011-2012 Salary Cap ,"$875,000 ","$900,000"
142,"$850,000 ",39,"$850,000",1.26,-,Sean O'Donnell,D,-,Chicago Blackhawks 2011-2012 Salary Cap ,"$850,000 ",-
143,"$775,000 ",26,"$775,000",1.15,-,Daniel Carcillo,LW,-,Chicago Blackhawks 2011-2012 Salary Cap ,"$775,000 ","$775,000"
144,"$773,333 ",21,"$605,000",1.15,-,Shawn Lalonde,D,"$80,000",Chicago Blackhawks 2011-2012 Salary Cap ,"$773,333 ",-
145,"$738,333 ",20,"$615,000",1.10,"$285,000",Dylan Olsen,D,"$90,000",Chicago Blackhawks 2011-2012 Salary Cap ,"$738,333 ","$615,000"
146,"$735,000 ",21,"$625,000",1.09,"$185,000",Marcus Kruger,C,"$90,000",Chicago Blackhawks 2011-2012 Salary Cap ,"$735,000 ","$715,000"
147,"$735,000 ",20,"$625,000",1.09,"$235,000",Jeremy Morin,RW,"$90,000",Chicago Blackhawks 2011-2012 Salary Cap ,"$735,000 ","$715,000"
148,"$654,167 ",21,"$525,000",0.97,"$262,500",Jimmy Hayes,RW,"$87,500",Chicago Blackhawks 2011-2012 Salary Cap ,"$654,167 ","$612,500"
149,"$618,333 ",20,"$525,000",0.92,"$285,000",Brandon Pirri,C,"$90,000",Chicago Blackhawks 2011-2012 Salary Cap ,"$618,333 ","$615,000"
150,"$600,000 ",29,"$600,000",0.89,-,Ray Emery,G,-,Chicago Blackhawks 2011-2012 Salary Cap ,"$600,000 ","$600,000"
151,"$592,500 ",23,"$525,000",0.88,"$220,000",Ben Smith,RW,"$80,000",Chicago Blackhawks 2011-2012 Salary Cap ,"$592,500 ","$605,000"
152,"$592,500 ",22,"$525,000",0.88,"$305,000",Ryan Stanton,D,"$70,000",Chicago Blackhawks 2011-2012 Salary Cap ,"$592,500 ","$595,000"
153,"$573,333 ",20,"$525,000",0.85,-,Andrew Shaw,C,"$50,000",Chicago Blackhawks 2011-2012 Salary Cap ,"$573,333 ","$575,000"
154,"$545,000 ",24,"$525,000",0.81,-,Brandon Bollig,LW,"$25,000",Chicago Blackhawks 2011-2012 Salary Cap ,"$545,000 ","$550,000"
155,"$541,667 ",25,"$525,000",0.80,-,Bryan Bickell,LW,-,Chicago Blackhawks 2011-2012 Salary Cap ,"$541,667 ","$525,000"
156,"$525,000 ",25,"$525,000",0.78,-,Carter Hutton,G,-,Chicago Blackhawks 2011-2012 Salary Cap ,"$525,000 ","$525,000"
157,"$525,000 ",25,"$525,000",0.78,-,Robert Klinkhammer,C,-,Chicago Blackhawks 2011-2012 Salary Cap ,"$525,000 ","$525,000"
158,"$525,000 ",28,"$525,000",0.78,-,Brandon Segal,RW,-,Chicago Blackhawks 2011-2012 Salary Cap ,"$525,000 ",-
159,- ,18,-,0.00,-,Brandon Saad,LW,"$92,500",Chicago Blackhawks 2011-2012 Salary Cap ,- ,"$92,500"
160,"$6,600,000 ",25,"$6,600,000",13.48,-,Paul Stastny,C,-,Colorado Avalanche 2011-2012 Salary Cap ,"$6,600,000 ","$6,600,000"
161,"$3,250,000 ",33,"$3,250,000",6.64,-,Jan Hejda,D,-,Colorado Avalanche 2011-2012 Salary Cap ,"$3,250,000 ","$3,250,000"
162,"$3,125,000 ",26,"$3,250,000",6.38,-,Kyle Quincey,D,-,Colorado Avalanche 2011-2012 Salary Cap ,"$3,125,000 ","$3,250,000"
163,"$3,000,000 ",35,"$2,600,000",6.13,-,Milan Hejduk,RW,-,Colorado Avalanche 2011-2012 Salary Cap ,"$3,000,000 ",-
164,"$2,833,333 ",23,"$2,500,000",5.79,-,Semyon Varlamov,G,-,Colorado Avalanche 2011-2012 Salary Cap ,"$2,833,333 ","$2,500,000"
165,"$2,600,000 ",23,"$3,000,000",5.31,-,Erik Johnson,D,-,Colorado Avalanche 2011-2012 Salary Cap ,"$2,600,000 ","$3,000,000"
166,"$2,500,000 ",27,"$2,500,000",5.11,-,David Jones,RW,-,Colorado Avalanche 2011-2012 Salary Cap ,"$2,500,000 ","$2,500,000"
167,"$2,000,000 ",23,"$2,500,000",4.08,-,Peter Mueller,C,-,Colorado Avalanche 2011-2012 Salary Cap ,"$2,000,000 ",-
168,"$1,800,000 ",27,"$1,600,000",3.68,-,Ryan O'Byrne,D,-,Colorado Avalanche 2011-2012 Salary Cap ,"$1,800,000 ",-
169,"$1,550,000 ",26,"$1,550,000",3.17,-,Matt Hunwick,D,-,Colorado Avalanche 2011-2012 Salary Cap ,"$1,550,000 ","$1,550,000"
170,"$1,450,000 ",28,"$1,500,000",2.96,-,Jay McClement,C,-,Colorado Avalanche 2011-2012 Salary Cap ,"$1,450,000 ","$1,500,000"
171,"$1,275,000 ",24,"$1,275,000",2.60,-,Ryan Wilson,D,-,Colorado Avalanche 2011-2012 Salary Cap ,"$1,275,000 ","$1,275,000"
172,"$1,250,000 ",34,"$1,250,000",2.55,-,Jean-Sebastien Giguere,G,-,Colorado Avalanche 2011-2012 Salary Cap ,"$1,250,000 ",-
173,"$1,250,000 ",29,"$1,250,000",2.55,-,Chuck Kobasew,RW,-,Colorado Avalanche 2011-2012 Salary Cap ,"$1,250,000 ",-
