,age,assists,dps,es_assists,es_blocks,es_faceoff_losses,es_faceoff_pct,es_faceoff_wins,es_goals,es_hits,games_played,goals,gw_goals,ops,penalty_minutes,player,plus_minus,point_shares,points,position,pp_assists,pp_goals,sh_assists,sh_goals,shot_pct,shots,team,toi,toi_avg,year
22,29,4,1.7,4.0,47.0,1.0,0.0,0.0,2,29,33,2,0,0.1,27,Kent Huskins,6,1.8,6,D,0.0,0,0.0,0,10.0,20,Anaheim Ducks,620,18:47,2009
23,38,5,1.1,3.0,37.0,0.0,,0.0,1,51,51,1,0,-0.3,36,Bret Hedican,-7,0.9,6,D,2.0,0,0.0,0,2.5,40,Anaheim Ducks,832,16:18,2009
24,28,1,0.8,0.0,25.0,0.0,,0.0,4,26,20,4,2,0.3,12,Francois Beauchemin,-3,1.1,5,D,1.0,0,0.0,0,8.9,45,Anaheim Ducks,498,24:54,2009
25,22,5,1.7,5.0,36.0,0.0,,0.0,0,89,40,0,0,-0.3,18,Brett Festerling,5,1.5,5,D,0.0,0,0.0,0,0.0,15,Anaheim Ducks,667,16:40,2009
26,37,5,0.3,5.0,1.0,2.0,33.3,1.0,0,19,20,0,0,0.2,28,Brad May,5,0.5,5,LW,0.0,0,0.0,0,0.0,5,Anaheim Ducks,127,6:22,2009
27,28,3,1.1,3.0,14.0,0.0,,0.0,1,26,29,1,0,0.0,51,Sheldon Brookbank,3,1.1,4,D,0.0,0,0.0,0,4.2,24,Anaheim Ducks,401,13:50,2009
28,23,1,0.2,1.0,9.0,4.0,0.0,0.0,2,55,28,2,2,-0.3,60,Mike Brown,-2,-0.1,3,RW,0.0,0,0.0,0,5.3,38,Anaheim Ducks,281,10:02,2009
29,21,2,1.0,2.0,22.0,0.0,,0.0,0,19,34,0,0,-0.4,17,Brendan Mikkelson,0,0.6,2,D,0.0,0,0.0,0,0.0,19,Anaheim Ducks,474,13:56,2009
30,24,1,0.5,1.0,7.0,0.0,,0.0,0,37,18,0,0,-0.1,36,Nathan McIver,2,0.4,1,D,0.0,0,0.0,0,0.0,5,Anaheim Ducks,169,9:24,2009
31,23,1,0.2,1.0,3.0,0.0,,0.0,0,2,2,0,0,0.1,0,Brian Salcido,2,0.3,1,D,0.0,0,0.0,0,0.0,1,Anaheim Ducks,25,12:18,2009
32,20,0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,2,0,0,-0.1,0,Matt Beleskey,0,0.0,0,LW,0.0,0,0.0,0,,0,Anaheim Ducks,22,11:10,2009
33,24,0,0.0,0.0,0.0,1.0,50.0,1.0,0,6,4,0,0,-0.1,0,Troy Bodie,0,-0.1,0,RW,0.0,0,0.0,0,0.0,5,Anaheim Ducks,33,8:09,2009
34,31,0,0.0,,0.0,0.0,,0.0,0,0,46,0,0,0.0,4,Jean-Sebastien Giguere,0,6.4,0,G,,0,,0,,0,Anaheim Ducks,2458,53:26,2009
35,26,0,0.0,,0.0,0.0,,0.0,0,0,46,0,0,0.0,0,Jonas Hiller,0,8.6,0,G,,0,,0,,0,Anaheim Ducks,2486,54:03,2009
36,37,0,0.1,0.0,6.0,0.0,,0.0,0,5,3,0,0,-0.1,4,Ken Klee,0,0.0,0,D,0.0,0,0.0,0,0.0,4,Anaheim Ducks,51,16:57,2009
37,25,48,0.9,23.0,15.0,9.0,35.7,5.0,31,43,79,43,6,9.3,50,Ilya Kovalchuk,-12,10.3,91,LW,24.0,12,1.0,0,15.6,275,Atlanta Thrashers,1723,21:48,2009
38,36,50,0.6,19.0,17.0,5.0,37.5,3.0,14,37,82,26,3,6.8,44,Vyacheslav Kozlov,-14,7.4,76,LW,31.0,12,0.0,0,15.8,165,Atlanta Thrashers,1413,17:14,2009
39,33,51,0.9,29.0,33.0,656.0,50.6,673.0,9,39,82,22,0,5.9,24,Todd White,-9,6.7,73,C,22.0,12,0.0,1,14.7,150,Atlanta Thrashers,1481,18:04,2009
40,21,20,0.9,12.0,17.0,121.0,43.5,93.0,19,40,79,31,4,4.9,24,Bryan Little,-5,5.8,51,RW,8.0,12,0.0,0,18.0,172,Atlanta Thrashers,1337,16:55,2009
41,26,18,1.2,17.0,23.0,20.0,28.6,8.0,19,88,82,22,2,3.0,75,Colby Armstrong,5,4.3,40,RW,1.0,3,0.0,0,15.6,141,Atlanta Thrashers,1243,15:09,2009
42,27,33,1.6,19.0,127.0,0.0,,0.0,2,60,81,6,0,2.6,32,Ron Hainsey,-16,4.2,39,D,14.0,4,0.0,0,4.1,148,Atlanta Thrashers,1812,22:22,2009
43,26,22,1.2,18.0,15.0,264.0,52.3,290.0,10,16,39,13,5,3.0,18,Rich Peverley,16,4.2,35,C,3.0,2,1.0,1,17.3,75,Atlanta Thrashers,734,18:49,2009
44,24,27,4.1,13.0,120.0,1.0,50.0,1.0,2,29,82,5,1,1.6,52,Toby Enstrom,14,5.8,32,D,12.0,2,2.0,1,5.8,86,Atlanta Thrashers,1929,23:32,2009
45,31,16,1.4,11.0,60.0,538.0,52.8,603.0,13,41,79,14,2,1.2,36,Marty Reasoner,11,2.6,30,C,0.0,0,5.0,1,10.7,131,Atlanta Thrashers,1209,15:19,2009
46,33,16,0.8,12.0,28.0,102.0,52.1,111.0,5,47,78,7,0,0.0,36,Eric Perrin,-2,0.8,23,C,1.0,1,3.0,1,6.4,109,Atlanta Thrashers,1106,14:11,2009
47,18,10,2.2,7.0,50.0,0.0,,0.0,6,67,47,9,1,2.0,47,Zach Bogosian,11,4.2,19,D,3.0,2,0.0,1,10.0,90,Atlanta Thrashers,851,18:06,2009
48,25,14,0.3,11.0,6.0,194.0,54.6,233.0,4,17,47,5,0,0.6,14,Erik Christensen,-7,0.9,19,C,3.0,1,0.0,0,5.6,90,Atlanta Thrashers,671,14:16,2009
49,26,10,0.6,10.0,42.0,217.0,53.0,245.0,6,85,60,8,0,0.8,52,Jim Slater,0,1.4,18,C,0.0,0,0.0,2,8.5,94,Atlanta Thrashers,675,11:15,2009
50,28,11,0.2,9.0,16.0,194.0,49.1,187.0,3,16,41,7,2,0.8,8,Jason Williams,-9,1.0,18,RW,2.0,4,0.0,0,8.9,79,Atlanta Thrashers,659,16:05,2009
51,25,8,0.3,8.0,33.0,22.0,40.5,15.0,7,127,82,7,1,0.1,104,Chris Thorburn,-10,0.3,15,RW,0.0,0,0.0,0,8.2,85,Atlanta Thrashers,786,9:35,2009
52,39,11,0.6,6.0,76.0,0.0,,0.0,3,57,44,4,0,0.9,50,Mathieu Schneider,-10,1.6,15,D,4.0,1,1.0,0,4.9,82,Atlanta Thrashers,926,21:02,2009
53,35,13,2.4,10.0,164.0,0.0,,0.0,1,36,63,2,0,0.2,42,Niclas Havelid,4,2.6,15,D,2.0,0,1.0,1,4.9,41,Atlanta Thrashers,1317,20:54,2009
54,32,10,0.4,10.0,13.0,3.0,25.0,1.0,3,77,76,3,0,0.1,176,Eric Boulton,-3,0.4,13,LW,0.0,0,0.0,0,4.2,71,Atlanta Thrashers,574,7:33,2009
55,26,8,1.1,6.0,54.0,0.0,,0.0,4,91,53,4,0,0.7,50,Nathan Oystrick,-2,1.9,12,D,2.0,0,0.0,0,9.3,43,Atlanta Thrashers,834,15:45,2009
56,25,5,0.2,5.0,15.0,20.0,39.4,13.0,3,54,29,4,1,0.4,28,Joey Crabb,-2,0.6,9,RW,0.0,0,0.0,1,12.1,33,Atlanta Thrashers,354,12:13,2009
57,26,3,0.5,2.0,16.0,7.0,41.7,5.0,2,59,33,5,0,0.2,18,Colin Stuart,3,0.7,8,LW,0.0,0,1.0,3,9.3,54,Atlanta Thrashers,412,12:29,2009
58,27,7,1.4,6.0,99.0,0.0,,0.0,0,151,59,0,0,-0.4,120,Garnet Exelby,-2,1.0,7,D,0.0,0,1.0,0,0.0,42,Atlanta Thrashers,987,16:43,2009
59,22,5,0.1,5.0,68.0,0.0,,0.0,0,78,50,0,0,-0.4,132,Boris Valabik,-14,-0.3,5,D,0.0,0,0.0,0,0.0,16,Atlanta Thrashers,762,15:15,2009
60,24,2,0.2,2.0,12.0,0.0,,0.0,0,7,9,1,0,0.2,2,Anssi Salmela,0,0.5,3,D,0.0,1,0.0,0,12.5,8,Atlanta Thrashers,158,17:31,2009
61,28,0,0.1,0.0,1.0,2.0,33.3,1.0,1,1,6,1,0,0.0,0,Joe Motzko,1,0.1,1,RW,0.0,0,0.0,0,12.5,8,Atlanta Thrashers,70,11:39,2009
62,24,0,-0.1,0.0,2.0,0.0,,0.0,1,5,6,1,0,0.0,2,Brett Sterling,-3,-0.1,1,LW,0.0,0,0.0,0,9.1,11,Atlanta Thrashers,83,13:53,2009
63,25,1,0.0,,0.0,0.0,,0.0,0,0,46,0,0,0.0,6,Kari Lehtonen,0,9.3,1,G,,0,,0,,0,Atlanta Thrashers,2624,57:03,2009
64,35,0,0.0,,0.0,0.0,,0.0,0,0,33,0,0,0.0,2,Johan Hedberg,0,3.0,0,G,,0,,0,,0,Atlanta Thrashers,1717,52:01,2009
65,23,0,0.0,0.0,0.0,0.0,,0.0,0,0,1,0,0,0.0,0,Scott Lehman,0,0.0,0,D,0.0,0,0.0,0,,0,Atlanta Thrashers,3,3:03,2009
66,24,0,0.0,0.0,0.0,0.0,,0.0,0,0,1,0,0,0.0,0,Grant Lewis,0,0.0,0,D,0.0,0,0.0,0,0.0,1,Atlanta Thrashers,15,15:29,2009
67,20,0,0.0,0.0,0.0,0.0,,0.0,0,7,2,0,0,0.0,0,Spencer Machacek,0,0.0,0,RW,0.0,0,0.0,0,0.0,1,Atlanta Thrashers,16,8:12,2009
68,21,0,0.0,,0.0,0.0,,0.0,0,0,12,0,0,0.0,0,Ondrej Pavelec,0,0.9,0,G,,0,,0,,0,Atlanta Thrashers,599,49:57,2009
69,22,0,0.0,0.0,0.0,0.0,,0.0,0,3,2,0,0,0.0,0,Jordan Smotherman,-1,-0.1,0,LW,0.0,0,0.0,0,0.0,1,Atlanta Thrashers,13,6:40,2009
70,25,0,0.0,0.0,0.0,0.0,,0.0,0,2,2,0,0,0.0,0,Clay Wilson,-1,-0.1,0,D,0.0,0,0.0,0,0.0,4,Atlanta Thrashers,32,15:55,2009
71,32,42,2.2,25.0,32.0,201.0,44.2,159.0,21,188,82,31,4,6.2,72,Shane Doan,5,8.3,73,RW,15.0,10,2.0,0,13.5,230,Phoenix Coyotes,1660,20:15,2009
72,30,21,1.0,11.0,14.0,426.0,42.2,311.0,13,48,57,21,2,3.7,49,Olli Jokinen,-5,4.7,42,C,10.0,6,0.0,2,12.4,169,Phoenix Coyotes,1035,18:10,2009
73,32,27,1.4,23.0,54.0,471.0,46.3,406.0,11,24,73,14,3,2.5,20,Steve Reinprecht,0,3.8,41,C,4.0,3,0.0,0,14.7,95,Phoenix Coyotes,1161,15:54,2009
74,20,23,1.1,17.0,24.0,51.0,44.6,41.0,8,35,72,13,4,1.8,24,Peter Mueller,-7,2.9,36,RW,6.0,5,0.0,0,9.4,138,Phoenix Coyotes,1158,16:05,2009
75,32,27,3.0,15.0,109.0,1.0,0.0,0.0,3,130,82,9,3,2.6,106,Ed Jovanovski,-15,5.6,36,D,12.0,6,0.0,0,4.6,194,Phoenix Coyotes,1817,22:10,2009
76,21,20,1.3,17.0,45.0,550.0,48.4,516.0,9,130,74,11,2,0.9,40,Martin Hanzal,-4,2.2,31,C,2.0,0,1.0,2,11.3,97,Phoenix Coyotes,1210,16:21,2009
77,22,26,2.4,14.0,63.0,0.0,,0.0,3,46,69,4,0,2.2,37,Keith Yandle,-4,4.6,30,D,12.0,1,0.0,0,3.4,118,Phoenix Coyotes,1147,16:37,2009
78,19,17,1.2,17.0,9.0,7.0,12.5,1.0,9,76,78,11,3,0.6,18,Mikkel Boedker,-6,1.8,28,LW,0.0,2,0.0,0,9.5,116,Phoenix Coyotes,1212,15:32,2009
79,26,21,3.3,20.0,268.0,0.0,,0.0,6,67,82,6,0,1.3,28,Zbynek Michalek,-13,4.6,27,D,0.0,0,1.0,0,5.7,106,Phoenix Coyotes,1863,22:43,2009
80,22,8,0.3,7.0,14.0,4.0,33.3,2.0,12,56,48,13,2,1.5,24,Enver Lisin,-13,1.9,21,RW,1.0,1,0.0,0,12.4,105,Phoenix Coyotes,712,14:50,2009
81,25,11,0.5,5.0,15.0,9.0,35.7,5.0,6,35,44,9,2,1.2,28,Joakim Lindstrom,-6,1.7,20,C,6.0,3,0.0,0,11.7,77,Phoenix Coyotes,654,14:52,2009
82,19,12,0.4,4.0,13.0,313.0,43.0,236.0,5,33,63,8,3,0.6,21,Kyle Turris,-15,1.0,20,C,8.0,3,0.0,0,8.8,91,Phoenix Coyotes,814,12:55,2009
83,20,8,0.8,7.0,20.0,37.0,38.3,23.0,7,39,61,8,1,0.4,20,Viktor Tikhonov,-3,1.2,16,RW,0.0,1,1.0,0,11.3,71,Phoenix Coyotes,740,12:08,2009
84,26,11,0.6,9.0,14.0,180.0,51.1,188.0,4,24,19,5,0,1.1,14,Matthew Lombardi,2,1.6,16,C,2.0,1,0.0,0,8.6,58,Phoenix Coyotes,397,20:54,2009
85,25,5,0.5,4.0,13.0,4.0,50.0,4.0,5,17,19,8,1,1.2,26,Scottie Upshall,2,1.7,13,RW,1.0,3,0.0,0,12.1,66,Phoenix Coyotes,353,18:35,2009
86,29,7,0.5,7.0,15.0,11.0,26.7,4.0,6,125,72,6,0,-0.2,72,Todd Fedoruk,-9,0.3,13,LW,0.0,0,0.0,0,10.7,56,Phoenix Coyotes,763,10:36,2009
87,30,7,1.8,4.0,96.0,0.0,,0.0,4,66,57,5,0,0.3,24,Derek Morris,-13,2.1,12,D,2.0,0,1.0,1,5.6,89,Phoenix Coyotes,1212,21:16,2009
88,37,10,3.2,10.0,98.0,0.0,,0.0,1,97,68,1,0,0.0,24,Ken Klee,9,3.2,11,D,0.0,0,0.0,0,2.1,47,Phoenix Coyotes,1045,15:22,2009
89,22,5,0.5,4.0,13.0,67.0,29.5,28.0,4,37,34,5,2,0.2,4,Kevin Porter,-2,0.7,10,C,1.0,1,0.0,0,12.8,39,Phoenix Coyotes,463,13:38,2009
90,24,7,0.2,6.0,13.0,8.0,55.6,10.0,1,121,54,3,0,-0.5,174,Daniel Carcillo,-13,-0.2,10,LW,1.0,2,0.0,0,3.2,95,Phoenix Coyotes,647,11:59,2009
91,26,8,0.5,4.0,11.0,7.0,12.5,1.0,1,30,19,2,1,0.3,6,Petr Prucha,1,0.7,10,LW,4.0,1,0.0,0,8.7,23,Phoenix Coyotes,350,18:26,2009
92,27,6,0.8,6.0,33.0,0.0,,0.0,3,85,48,3,0,0.4,36,David Hale,-11,1.2,9,D,0.0,0,0.0,0,13.6,22,Phoenix Coyotes,727,15:08,2009
93,23,4,0.8,4.0,27.0,84.0,37.8,51.0,3,79,49,3,0,-0.8,63,Daniel Winnik,1,0.0,7,C,0.0,0,0.0,0,4.5,66,Phoenix Coyotes,641,13:04,2009
94,28,6,3.2,5.0,121.0,1.0,0.0,0.0,1,91,68,1,0,-0.8,36,Kurt Sauer,-1,2.4,7,D,0.0,0,1.0,0,3.0,33,Phoenix Coyotes,1402,20:37,2009
95,24,2,0.1,2.0,7.0,1.0,50.0,1.0,2,33,16,2,0,0.2,24,Steven Goertzen,-2,0.3,4,RW,0.0,0,0.0,0,11.1,18,Phoenix Coyotes,155,9:42,2009
96,28,3,0.5,1.0,14.0,0.0,,0.0,0,18,15,1,0,0.2,6,Dmitri Kalinin,-2,0.7,4,D,2.0,1,0.0,0,6.3,16,Phoenix Coyotes,303,20:12,2009
97,25,1,0.2,0.0,2.0,42.0,44.7,34.0,2,5,7,2,0,0.3,4,Joel Perrault,2,0.5,3,C,1.0,0,0.0,0,13.3,15,Phoenix Coyotes,90,12:52,2009
98,28,2,0.0,,0.0,0.0,,0.0,0,0,65,0,0,0.0,4,Ilya Bryzgalov,0,11.4,2,G,,0,,0,,0,Phoenix Coyotes,3760,57:51,2009
99,23,2,0.0,2.0,6.0,0.0,,0.0,0,11,12,0,0,-0.3,0,Nigel Dawes,-4,-0.2,2,LW,0.0,0,0.0,0,0.0,19,Phoenix Coyotes,170,14:09,2009
100,30,1,0.0,1.0,4.0,2.0,0.0,0.0,0,13,4,0,0,0.0,7,Jeff Hoggan,-1,0.0,1,RW,0.0,0,0.0,0,0.0,7,Phoenix Coyotes,48,12:00,2009
101,24,1,0.0,1.0,5.0,7.0,56.3,9.0,0,13,11,0,0,-0.2,29,Brandon Prust,-4,-0.2,1,RW,0.0,0,0.0,0,0.0,8,Phoenix Coyotes,110,9:59,2009
102,21,1,0.0,0.0,3.0,0.0,,0.0,0,6,3,0,0,0.0,0,David Schlemko,-2,0.0,1,D,1.0,0,0.0,0,0.0,3,Phoenix Coyotes,58,19:16,2009
103,27,0,0.0,0.0,0.0,0.0,,0.0,0,2,5,0,0,-0.1,22,Brian McGrattan,-2,-0.1,0,RW,0.0,0,0.0,0,0.0,2,Phoenix Coyotes,28,5:31,2009
104,23,0,0.0,,0.0,0.0,,0.0,0,0,5,0,0,0.0,0,Al Montoya,0,0.9,0,G,,0,,0,,0,Phoenix Coyotes,259,51:54,2009
105,26,0,0.0,0.0,12.0,44.0,45.0,36.0,0,13,10,0,0,-0.3,12,Garth Murray,-2,-0.2,0,C,0.0,0,0.0,0,0.0,12,Phoenix Coyotes,93,9:20,2009
106,23,0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,1,0,0,0.0,0,Alexander Nikulin,-1,0.0,0,C,0.0,0,0.0,0,0.0,1,Phoenix Coyotes,6,5:35,2009
107,29,0,0.0,,0.0,0.0,,0.0,0,0,15,0,0,0.0,0,Mikael Tellqvist,0,2.4,0,G,,0,,0,,0,Phoenix Coyotes,798,53:11,2009
108,24,0,0.0,,,,,,0,0,2,0,0,0.0,0,Josh Tordjman,0,0.1,0,G,,0,,0,,0,Phoenix Coyotes,118,58:51,2009
109,31,63,2.5,40.0,19.0,641.0,49.8,635.0,16,24,82,25,5,7.3,70,Marc Savard,25,9.8,88,C,21.0,9,2.0,0,11.7,213,Boston Bruins,1602,19:32,2009
110,22,51,2.8,35.0,46.0,517.0,50.4,526.0,15,74,82,22,6,6.0,26,David Krejci,37,8.8,73,C,14.0,5,2.0,2,15.1,146,Boston Bruins,1382,16:52,2009
111,21,24,2.0,17.0,16.0,45.0,48.3,42.0,28,6,70,36,6,6.8,16,Phil Kessel,23,8.8,60,RW,7.0,8,0.0,0,15.5,232,Boston Bruins,1159,16:34,2009
112,28,26,2.2,19.0,19.0,8.0,46.7,7.0,17,103,74,27,7,5.2,26,Michael Ryder,28,7.4,53,RW,7.0,10,0.0,0,14.6,185,Boston Bruins,1104,14:55,2009
113,31,31,5.7,12.0,121.0,3.0,25.0,1.0,8,166,80,19,3,4.8,95,Zdeno Chara,23,10.5,50,D,17.0,11,2.0,0,8.8,216,Boston Bruins,2085,26:04,2009
114,25,37,6.1,18.0,127.0,0.0,,0.0,6,66,79,13,2,4.3,34,Dennis Wideman,32,10.5,50,D,19.0,6,0.0,1,7.7,169,Boston Bruins,1947,24:39,2009
115,22,24,2.5,21.0,26.0,21.0,38.2,13.0,16,47,81,21,3,3.7,46,Blake Wheeler,36,6.2,45,RW,2.0,3,1.0,2,14.0,150,Boston Bruins,1109,13:41,2009
116,26,21,1.2,18.0,27.0,20.0,20.0,5.0,15,100,68,21,3,3.8,56,Chuck Kobasew,5,4.9,42,RW,3.0,6,0.0,0,16.3,129,Boston Bruins,999,14:41,2009
117,20,25,1.7,19.0,32.0,4.0,55.6,5.0,15,259,72,17,3,3.1,136,Milan Lucic,17,4.8,42,LW,6.0,2,0.0,0,17.5,97,Boston Bruins,1076,14:57,2009
118,23,31,1.2,16.0,42.0,456.0,54.6,549.0,6,57,64,8,1,1.6,16,Patrice Bergeron,2,2.8,39,C,13.0,1,2.0,1,5.2,155,Boston Bruins,1151,17:59,2009
119,33,24,1.1,15.0,31.0,30.0,34.8,16.0,4,55,75,6,0,0.3,16,P.J. Axelsson,-1,1.4,30,LW,9.0,2,0.0,0,6.9,87,Boston Bruins,1217,16:14,2009
120,23,21,2.9,13.0,50.0,0.0,,0.0,6,45,53,6,1,2.4,31,Matt Hunwick,15,5.3,27,D,8.0,0,0.0,0,10.3,58,Boston Bruins,900,16:59,2009
121,34,11,1.2,9.0,56.0,372.0,52.3,408.0,6,105,77,7,2,-0.3,32,Stephane Yelle,6,0.9,18,C,0.0,1,2.0,0,9.7,72,Boston Bruins,1022,13:16,2009
122,24,12,3.9,11.0,103.0,0.0,,0.0,5,91,82,5,1,0.8,76,Mark Stuart,20,4.7,17,D,1.0,0,0.0,0,8.2,61,Boston Bruins,1264,15:25,2009
123,40,6,0.2,3.0,3.0,0.0,100.0,2.0,6,26,18,10,2,1.9,2,Mark Recchi,-3,2.0,16,RW,3.0,4,0.0,0,31.3,32,Boston Bruins,295,16:22,2009
124,29,15,2.4,9.0,72.0,0.0,,0.0,0,60,47,1,0,0.6,40,Andrew Ference,7,3.0,16,D,6.0,1,0.0,0,1.4,72,Boston Bruins,1012,21:32,2009
125,30,6,0.6,5.0,3.0,1.0,66.7,2.0,3,12,19,7,0,1.2,8,Marco Sturm,9,1.9,13,LW,1.0,4,0.0,0,15.6,45,Boston Bruins,304,16:01,2009
126,33,9,2.3,9.0,75.0,0.0,,0.0,2,46,65,3,1,0.4,45,Shane Hnidy,6,2.7,12,D,0.0,1,0.0,0,6.1,49,Boston Bruins,1016,15:38,2009
127,31,5,0.7,5.0,7.0,4.0,20.0,1.0,6,113,79,6,2,-0.5,123,Shawn Thornton,-2,0.2,11,LW,0.0,0,0.0,0,4.4,136,Boston Bruins,793,10:02,2009
128,36,7,3.6,6.0,120.0,0.0,,0.0,2,148,65,3,0,-0.1,44,Aaron Ward,16,3.5,10,D,1.0,0,0.0,1,5.7,53,Boston Bruins,1236,19:01,2009
129,24,3,0.3,2.0,15.0,29.0,42.0,21.0,4,71,35,4,0,0.1,18,Byron Bitz,0,0.5,7,RW,1.0,0,0.0,0,12.9,31,Boston Bruins,363,10:22,2009
130,21,4,-0.1,4.0,7.0,22.0,57.7,30.0,1,48,25,1,0,-0.1,10,Vladimir Sobotka,-10,-0.3,5,C,0.0,0,0.0,0,5.3,19,Boston Bruins,264,10:33,2009
131,25,2,0.1,2.0,6.0,58.0,42.6,43.0,1,8,14,2,1,0.2,4,Martin St. Pierre,-1,0.3,4,C,0.0,0,0.0,1,13.3,15,Boston Bruins,160,11:24,2009
132,23,3,0.3,3.0,10.0,33.0,62.1,54.0,0,30,33,0,0,-0.6,10,Petteri Nokelainen,-1,-0.3,3,C,0.0,0,0.0,0,0.0,30,Boston Bruins,319,9:40,2009
133,22,1,-0.1,1.0,1.0,1.0,0.0,0.0,0,11,6,0,0,-0.1,0,Martins Karsums,-3,-0.1,1,RW,0.0,0,0.0,0,0.0,6,Boston Bruins,58,9:45,2009
134,22,1,0.5,0.0,6.0,0.0,,0.0,0,7,16,0,0,-0.1,10,Matt Lashoff,1,0.3,1,D,1.0,0,0.0,0,0.0,6,Boston Bruins,210,13:07,2009
