,age,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,expected_plsmns,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,on_ice_shot_pct,on_ice_sv_pct,pdo,player,pos,shot_thru_percentage,takeaways,toi_pbp_per_60_all,toi_pbp_per_60_ev,total_shots_attempted_all,zs_defense_pct,zs_offense_pct,team
81,30.0,1096,1297,54.2,-0.9,5.2,807,975,54.7,-0.9,82,51,8.0,89.0,97.0,David Krejci,C,51.0,60,18:10,15:01,310,46.4,53.6,Boston Bruins
82,25.0,1153,1591,58.0,4.9,10.2,848,1186,58.3,4.6,81,60,6.7,89.7,96.4,Torey Krug,D,49.2,22,21:28,17:44,425,39.9,60.1,Boston Bruins
83,24.0,49,66,57.4,5.5,0.8,40,48,54.5,0.7,8,0,2.6,93.3,96.0,Sean Kuraly,C,52.4,2,9:12,9:03,21,42.2,57.8,Boston Bruins
84,36.0,394,446,53.1,-0.2,3.1,276,336,54.9,1.4,36,8,5.0,94.1,99.1,John-Michael Liles,D,41.9,11,16:13,13:17,86,39.6,60.4,Boston Bruins
85,28.0,906,1402,60.7,8.5,17.7,679,1051,60.8,7.8,80,84,9.3,88.9,98.2,Brad Marchand,LW,55.3,69,19:21,14:42,407,45.2,54.8,Boston Bruins
86,30.0,1043,1217,53.8,-1.8,4.4,764,890,53.8,-2.4,77,24,7.4,91.2,98.6,Adam McQuaid,D,47.1,10,18:07,15:35,136,47.9,52.1,Boston Bruins
87,24.0,617,939,60.3,7.1,13.5,445,718,61.7,8.4,61,30,6.1,90.8,96.9,Colin Miller,D,36.8,19,15:44,13:42,231,35.2,64.8,Boston Bruins
88,29.0,737,851,53.6,-1.7,10.2,543,648,54.4,-1.5,58,21,7.1,90.8,98.0,Kevan Miller,D,46.7,7,17:42,15:28,105,44.4,55.6,Boston Bruins
89,36.0,805,737,47.8,-8.8,1.2,601,547,47.6,-9.6,82,26,7.7,92.7,100.4,Dominic Moore,C,63.2,31,12:53,10:35,152,60.5,39.5,Boston Bruins
90,24.0,215,238,52.5,-4.4,-0.5,154,172,52.8,-3.6,17,7,3.4,93.0,96.4,Joseph Morrow,D,48.7,1,15:32,14:40,39,27.5,72.5,Boston Bruins
91,27.0,779,838,51.8,-4.1,4.9,563,615,52.2,-4.1,81,18,4.6,93.2,97.8,Riley Nash,C,58.7,48,13:44,11:38,213,54.7,45.3,Boston Bruins
92,23.0,43,31,41.9,-12.5,0.3,30,24,44.4,-14.5,3,2,5.9,100.0,105.9,Rob O'Gara,D,66.7,0,16:01,13:49,3,48.4,51.6,Boston Bruins
93,20.0,965,1321,57.8,4.5,14.8,709,989,58.2,4.5,75,65,9.1,89.9,99.0,David Pastrnak,RW,56.3,50,17:52,15:05,465,42.3,57.7,Boston Bruins
94,26.0,597,585,49.5,-7.2,0.7,437,432,49.7,-7.5,59,18,5.9,92.3,98.2,Tim Schaller,C,56.7,19,12:16,10:42,157,57.2,42.8,Boston Bruins
95,25.0,739,885,54.5,-0.5,1.0,526,657,55.5,0.3,78,50,7.1,90.5,97.6,Ryan Spooner,C,65.2,36,14:04,11:07,224,37.7,62.3,Boston Bruins
96,31.0,208,222,51.6,-1.6,-0.1,150,167,52.7,-0.2,18,7,12.5,93.0,105.5,Drew Stafford,RW,70.7,6,14:07,12:55,58,41.8,58.2,Boston Bruins
97,22.0,404,544,57.4,3.1,1.9,304,420,58.0,3.0,44,8,5.7,91.0,96.7,Frank Vatrano,C,59.8,9,13:24,11:29,194,33.2,66.8,Boston Bruins
98,23.0,67,78,53.8,3.6,0.7,55,66,54.5,2.8,5,2,5.7,93.0,98.7,Brady Austin,D,80.0,1,16:05,15:29,10,37.7,62.3,Buffalo Sabres
99,21.0,371,283,43.3,-3.5,-3.7,276,213,43.6,-3.6,32,10,7.2,94.7,101.9,Justin Bailey,RW,48.0,8,10:38,10:38,75,57.5,42.5,Buffalo Sabres
100,21.0,118,95,44.6,-5.1,-1.4,97,71,42.3,-6.9,14,1,10.0,94.7,104.7,Nicholas Baptiste,RW,81.0,1,9:14,8:38,21,45.9,54.1,Buffalo Sabres
101,26.0,966,923,48.9,3.0,-4.0,730,715,49.5,3.3,56,31,6.3,90.7,97.1,Zach Bogosian,D,54.1,11,20:05,18:14,135,52.2,47.8,Buffalo Sabres
102,28.0,21,21,50.0,5.0,0.6,14,19,57.6,10.8,2,1,0.0,88.9,88.9,Erik Burgdoerfer,D,66.7,0,11:10,11:10,3,37.5,62.5,Buffalo Sabres
103,22.0,322,334,50.9,3.5,1.5,252,257,50.5,3.3,41,10,5.8,93.9,99.7,William Carrier,LW,69.4,8,9:00,8:56,72,48.5,51.5,Buffalo Sabres
104,25.0,299,197,39.7,-6.7,-6.0,231,143,38.2,-8.8,42,3,3.8,94.5,98.3,Nicolas Deslauriers,LW,56.5,2,7:25,7:22,46,45.0,55.0,Buffalo Sabres
105,20.0,1055,963,47.7,1.2,-5.5,788,756,49.0,2.7,61,46,8.0,90.9,98.9,Jack Eichel,C,58.3,38,19:55,16:42,429,47.6,52.4,Buffalo Sabres
106,27.0,561,531,48.6,1.4,-3.3,427,403,48.6,1.1,51,17,4.5,92.6,97.1,Tyler Ennis,LW,61.4,19,12:50,11:30,145,48.5,51.5,Buffalo Sabres
107,28.0,586,602,50.7,5.2,1.8,447,460,50.7,4.7,52,22,5.6,93.3,98.9,Justin Falk,D,38.4,7,13:42,12:56,86,49.7,50.3,Buffalo Sabres
108,21.0,81,83,50.6,4.8,-0.6,68,63,48.1,2.4,10,1,2.3,96.3,98.6,Hudson Fasching,RW,46.2,1,10:25,9:42,13,44.2,55.8,Buffalo Sabres
109,28.0,269,315,53.9,9.5,0.0,206,226,52.3,7.3,27,9,7.5,94.0,101.4,Taylor Fedun,D,53.3,5,13:22,12:08,45,45.3,54.7,Buffalo Sabres
110,25.0,1091,981,47.3,0.2,-2.5,820,771,48.5,1.6,80,35,7.5,93.0,100.6,Marcus Foligno,LW,55.4,33,15:28,14:10,175,60.2,39.8,Buffalo Sabres
111,29.0,966,983,50.4,4.3,4.5,736,759,50.8,5.0,68,30,6.8,92.3,99.0,Cody Franson,D,46.5,14,18:29,16:12,200,53.7,46.3,Buffalo Sabres
112,38.0,1107,901,44.9,-3.3,-4.2,840,693,45.2,-2.9,82,26,6.5,92.6,99.1,Brian Gionta,RW,61.3,28,16:36,13:13,243,60.7,39.3,Buffalo Sabres
113,23.0,811,718,47.0,-1.2,-0.5,629,544,46.4,-1.9,75,16,5.5,93.6,99.1,Zemgus Girgensons,C,59.3,17,13:10,11:56,189,49.3,50.7,Buffalo Sabres
114,32.0,1025,844,45.2,-3.3,-6.3,766,662,46.4,-1.3,66,17,5.7,94.1,99.8,Josh Gorges,D,50.0,7,18:27,15:46,80,56.7,43.3,Buffalo Sabres
115,26.0,292,226,43.6,-3.7,-1.5,216,166,43.5,-3.9,40,8,4.2,95.2,99.4,Derek Grant,C,58.6,9,9:55,7:07,58,63.4,36.6,Buffalo Sabres
116,19.0,53,38,41.8,-9.3,0.1,35,27,43.5,-8.8,3,0,8.3,96.7,105.0,Brendan Guhle,D,44.4,0,16:21,16:19,9,51.2,48.8,Buffalo Sabres
117,25.0,1146,1053,47.9,0.9,0.4,883,806,47.7,0.5,70,33,6.9,90.5,97.4,Evander Kane,LW,59.1,34,19:12,16:06,440,46.3,53.7,Buffalo Sabres
118,26.0,927,766,45.2,-3.8,-9.6,714,575,44.6,-4.4,47,32,3.7,92.1,95.8,Dmitry Kulikov,D,36.8,18,21:54,19:25,114,48.9,51.1,Buffalo Sabres
119,24.0,526,453,46.3,-2.9,-2.3,413,349,45.8,-2.7,36,16,7.8,90.8,98.6,Johan Larsson,C,52.7,13,16:51,15:09,93,64.7,35.3,Buffalo Sabres
120,21.0,5,10,66.7,19.1,0.0,4,7,63.6,17.5,1,1,0.0,100.0,100.0,Sean Malone,C,50.0,0,12:12,11:22,2,40.0,60.0,Buffalo Sabres
121,23.0,1378,1171,45.9,-1.9,-9.3,1064,890,45.5,-2.6,76,46,9.0,91.8,100.8,Jake McCabe,D,44.9,29,20:42,18:01,176,53.9,46.1,Buffalo Sabres
122,33.0,667,684,50.6,4.0,2.9,517,527,50.5,3.7,81,12,5.8,93.1,98.9,Matt Moulson,LW,67.0,18,11:36,9:29,200,45.8,54.2,Buffalo Sabres
123,24.0,108,119,52.4,0.7,-0.5,87,87,50.0,-1.0,11,1,4.7,90.9,95.6,Casey Nelson,D,52.6,0,12:36,12:21,19,49.5,50.5,Buffalo Sabres
124,18.0,47,47,50.0,2.4,-1.4,43,34,44.2,-4.1,4,3,4.2,94.3,98.5,Alexander Nylander,RW,50.0,3,12:20,11:33,8,43.6,56.4,Buffalo Sabres
125,30.0,79,49,38.3,-10.1,-1.2,60,36,37.5,-11.8,11,2,3.7,84.1,87.8,Cal O'Reilly,C,60.0,3,7:56,7:03,5,50.0,50.0,Buffalo Sabres
126,25.0,1115,1091,49.5,2.6,-2.4,861,825,48.9,1.6,72,27,7.5,92.4,100.0,Ryan O'Reilly,C,63.6,58,21:28,16:14,297,54.1,45.9,Buffalo Sabres
127,28.0,992,900,47.6,0.8,-1.4,774,674,46.5,-0.6,65,36,7.3,92.7,100.0,Kyle Okposo,RW,54.8,26,18:58,15:38,283,53.4,46.6,Buffalo Sabres
128,21.0,1087,1054,49.2,2.6,5.4,805,812,50.2,3.9,79,27,7.6,90.8,98.3,Sam Reinhart,C,63.6,25,17:13,14:14,280,46.9,53.1,Buffalo Sabres
129,22.0,1757,1387,44.1,-5.2,-4.4,1350,1065,44.1,-5.3,79,59,7.8,92.8,100.6,Rasmus Ristolainen,D,51.8,25,26:28,20:17,359,54.9,45.1,Buffalo Sabres
130,23.0,328,298,47.6,0.0,-4.1,249,238,48.9,1.2,30,9,3.6,93.4,97.0,Evan Rodrigues,LW,54.3,12,12:56,11:40,94,43.9,56.1,Buffalo Sabres
131,26.0,25,29,53.7,9.4,0.0,16,22,57.9,14.9,4,0,13.3,100.0,113.3,Cole Schneider,LW,75.0,0,7:09,7:09,8,50.0,50.0,Buffalo Sabres
132,22.0,32,22,40.7,-9.6,-0.6,25,18,41.9,-8.6,2,2,18.2,83.3,101.5,C.J. Smith,LW,50.0,2,11:32,11:14,4,54.5,45.5,Buffalo Sabres
133,20.0,15,15,50.0,-2.2,0.2,9,6,40.0,-10.0,1,0,0.0,80.0,80.0,Rasmus Andersson,D,0.0,0,18:33,16:40,1,40.0,60.0,Calgary Flames
134,27.0,918,1120,55.0,6.2,5.6,683,834,55.0,6.9,81,49,9.2,89.9,99.1,Mikael Backlund,C,58.3,57,17:36,13:14,338,63.7,36.3,Calgary Flames
135,28.0,343,285,45.4,-5.5,-5.2,266,201,43.0,-8.5,24,13,8.7,91.7,100.4,Matt Bartkowski,D,32.7,3,15:23,14:55,49,50.5,49.5,Calgary Flames
136,20.0,905,854,48.6,-2.5,-0.6,666,631,48.7,-1.7,81,25,6.6,90.4,97.0,Sam Bennett,C,56.7,43,14:59,12:33,215,43.9,56.1,Calgary Flames
137,26.0,510,433,45.9,-5.8,-2.7,343,314,47.8,-3.4,61,9,8.0,91.4,99.4,Lance Bouma,C,56.4,17,11:21,9:36,94,67.6,32.4,Calgary Flames
138,26.0,1285,1284,50.0,-0.8,2.2,932,939,50.2,0.2,82,76,7.6,90.2,97.8,T.J. Brodie,D,37.5,57,23:35,18:24,208,52.1,47.9,Calgary Flames
139,31.0,922,736,44.4,-7.6,-8.6,698,528,43.1,-8.8,74,30,7.8,92.2,100.0,Troy Brouwer,RW,56.9,22,16:13,12:11,153,47.0,53.0,Calgary Flames
